status,type,N1,N2,N3,C1,C2,C3,C4,time,X,X0,X1,X2,X3,X4,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29
Approved,3,-1.199392254,1.237776213,-0.168954993,0,1,1,,7/16/2019 13:22,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.931926547,1.452453836,0,116000,116000,,9/13/2019 14:24,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Approved,1,-1.199392254,-0.592093585,-0.675645252,0,25000,25000,,7/5/2019 13:26,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.72279857,0.641749421,0,324000,324000,,6/18/2019 20:19,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.376323498,-0.472969149,20000,50000,30000,,10/1/2019 10:34,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,3,-1.199392254,-1.637733469,-0.675645252,0,1,1,,10/25/2019 14:30,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,0.584251285,0.641749421,20000,100000,80000,,9/29/2019 18:21,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,3,-1.199392254,0.113713337,-0.878321356,0,1,1,,7/8/2019 19:08,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.114913527,1.756467991,0,132000,132000,,9/24/2019 10:54,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.72279857,-0.675645252,125000,400000,275000,,8/18/2019 11:09,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.507028483,-0.472969149,183000,244000,61000,,9/19/2019 18:48,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.376323498,-0.675645252,0,320000,320000,,6/19/2019 8:24,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.245618512,-1.385011615,150000,1000000,850000,,8/20/2019 17:12,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.984208541,-1.486349667,30000,625000,595000,,9/21/2019 12:30,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.853503556,-0.574307201,169000,211000,42000,,6/25/2019 2:09,pending,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,3,-1.199392254,-1.507028483,-0.168954993,0,1,1,,10/1/2019 12:30,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.167195521,-1.08099746,20000,80000,60000,,9/12/2019 17:57,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.690015463,-0.472969149,150000,1000000,850000,,6/28/2019 20:07,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-1.199392254,-0.278401619,-0.979659408,0,1,1,,10/29/2019 17:08,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.89914344,-1.08099746,114000,228000,114000,,8/8/2019 9:43,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,0.192136329,-0.168954993,0,322000,322000,,6/19/2019 13:55,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.376323498,0.03372111,336000,448000,112000,,6/20/2019 18:33,pending,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.245618512,0.844425525,0,100000,100000,,6/24/2019 17:43,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-1.199392254,-0.487529596,-0.270293045,0,1,1,,10/2/2019 20:21,pending,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,3,-1.199392254,0.113713337,-1.283673563,0,1,1,,8/30/2019 10:30,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.853503556,-0.574307201,210000,350000,140000,,9/11/2019 10:32,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.775080564,-0.472969149,254000,293000,39000,,10/17/2019 8:33,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.376323498,-1.182335511,0,30000,30000,,9/17/2019 16:27,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.376323498,-1.08099746,0,112000,112000,,8/2/2019 16:37,pending,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,0.192136329,1.857806043,0,200000,200000,,10/30/2019 14:12,pending,H,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,0.375123309,-0.067616941,188000,234000,46000,,6/18/2019 9:26,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.480887486,-0.675645252,300000,450000,150000,,7/22/2019 15:45,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.114913527,-1.587687719,150000,300000,150000,,8/14/2019 16:21,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-1.199392254,0.4535463,2.161820198,0,1,1,,10/17/2019 13:54,pending,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,3,-1.199392254,-1.114913527,-0.574307201,0,1,1,,11/1/2019 16:30,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.958067544,0.641749421,0,450000,450000,,8/8/2019 9:49,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.53981159,-0.776983304,0,95000,95000,,8/6/2019 11:20,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-1.199392254,-1.167195521,-1.486349667,0,1,1,,10/2/2019 10:54,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-1.794579452,1.047101628,0,132000,132000,,7/20/2019 8:58,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-1.199392254,0.061431343,-1.891701874,0,1,1,,10/17/2019 10:19,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.984208541,-0.776983304,50000,100000,50000,,6/28/2019 18:48,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,0.4535463,-0.878321356,10000,100000,90000,,10/28/2019 2:00,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.72279857,-0.979659408,133000,331000,198000,,6/25/2019 2:20,pending,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,-0.461388599,-1.283673563,111000,185000,74000,,6/24/2019 16:25,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Approved,3,-1.199392254,-0.330683613,-0.472969149,0,1,1,,10/1/2019 11:00,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-1.199392254,0.4535463,1.553791888,0,43000,43000,,10/18/2019 13:51,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,2,-0.945645215,-0.853503556,-0.878321356,0,1,1,,10/31/2019 20:03,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-0.853503556,1.249777732,0,89000,89000,,7/9/2019 9:33,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-1.114913527,-0.371631097,250000,650000,400000,,7/31/2019 19:00,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-1.507028483,-1.182335511,0,365000,365000,,9/14/2019 11:46,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,2,-0.945645215,-0.199978628,-0.371631097,0,1,1,,10/30/2019 16:43,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-1.167195521,1.959144095,0,50000,50000,,9/25/2019 12:03,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,0.061431343,0.439073318,0,270000,270000,,8/2/2019 9:35,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,2,-0.945645215,0.218277326,-0.067616941,0,1,1,,10/29/2019 12:37,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,2.414121083,-0.168954993,50000,500000,450000,,7/9/2019 22:18,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,2,-0.945645215,0.296700317,2.769848509,0,1,1,,10/9/2019 11:44,pending,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,0.192136329,-0.878321356,50000,118500,68500,,8/29/2019 12:52,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-1.611592472,-0.574307201,0,257000,257000,,8/9/2019 10:09,pending,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-1.71615646,-1.182335511,62000,185000,123000,,9/9/2019 14:44,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-1.245618512,2.060482147,57000,114000,57000,,6/25/2019 8:40,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-0.069273642,0.743087473,25000,350000,325000,,9/25/2019 15:26,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,0.08757234,0.236397214,100000,250000,150000,,10/5/2019 7:17,pending,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,3,-0.945645215,-1.376323498,0.945763577,0,1,1,,7/26/2019 15:04,pending,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-0.984208541,-0.574307201,0,100000,100000,,9/12/2019 11:55,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,3,-0.945645215,0.348982311,-0.067616941,0,1,1,,11/1/2019 16:21,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,2,-0.945645215,-0.199978628,-1.486349667,0,1,1,,10/30/2019 0:48,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-1.637733469,-0.371631097,0,143000,143000,,8/16/2019 11:56,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,2,-0.945645215,-0.461388599,0.03372111,0,1,1,,10/21/2019 9:31,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,2,-0.945645215,-1.376323498,0.945763577,0,1,1,,7/26/2019 15:04,pending,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,0.165995332,1.047101628,0,200000,200000,,7/26/2019 5:06,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,1,-0.945645215,-0.931926547,1.655129939,825000,1200000,375000,,7/21/2019 17:09,pending,H,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,2,-0.945645215,0.348982311,-0.067616941,0,1,1,,11/1/2019 16:21,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declined,3,-0.945645215,0.322841314,-0.574307201,0,1,1,,8/14/2019 16:27,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.533169481,-0.168954993,127000,190000,63000,,8/16/2019 22:18,pending,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.662674277,0.439073318,271000,541000,270000,,6/25/2019 12:29,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.931926547,-0.878321356,159000,264000,105000,,6/26/2019 15:08,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.427405303,-0.472969149,150000,975000,825000,,7/11/2019 9:45,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.984208541,-0.168954993,267000,334000,67000,,7/10/2019 11:37,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.199978628,-0.574307201,0,57000,57000,,8/27/2019 13:33,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,-1.167195521,0.135059162,0,1,1,,10/30/2019 16:54,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,1.26391721,-0.574307201,0,198000,198000,,7/9/2019 9:42,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,0.061431343,0.540411369,0,1,1,,10/28/2019 13:38,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.330683613,-0.878321356,0,178000,178000,,8/2/2019 14:44,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,1.368481199,-1.283673563,0,130000,130000,,7/8/2019 11:11,pending,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.061431343,0.439073318,0,50000,50000,,8/20/2019 9:38,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.584251285,-0.067616941,0,150000,150000,,10/30/2019 18:05,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.114913527,1.655129939,0,51000,51000,,6/18/2019 11:13,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,0.845661257,0.337735266,0,1,1,,11/1/2019 13:53,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.376323498,-0.776983304,0,250000,250000,,11/5/2019 2:57,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.322841314,0.641749421,56000,111000,55000,,6/21/2019 20:55,pending,H,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Approved,3,-0.945645215,-0.90578555,-0.979659408,0,1,1,,10/30/2019 18:53,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,0.976366242,0.03372111,0,1,1,,10/30/2019 14:29,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.330683613,-0.067616941,250000,350000,100000,,9/16/2019 14:58,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,-1.376323498,-0.371631097,0,1,1,,10/28/2019 11:08,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,3,-0.945645215,-0.72279857,-1.385011615,0,1,1,,10/23/2019 13:54,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.375123309,1.959144095,0,250000,250000,,9/29/2019 21:57,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.507028483,-0.371631097,200000,250000,50000,,11/4/2019 18:43,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.010349538,-0.675645252,123000,328000,205000,,9/11/2019 10:33,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,0.505828294,1.351115784,0,1,1,,10/6/2019 13:16,pending,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.644375579,-0.371631097,0,50000,50000,,10/17/2019 17:45,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.069273642,1.553791888,10000,100000,90000,,10/7/2019 12:20,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,3,-0.945645215,-0.592093585,1.857806043,0,1,1,,10/1/2019 20:35,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,0.061431343,-1.182335511,0,1,1,,10/2/2019 9:49,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.193336518,-1.385011615,150000,250000,100000,,9/20/2019 20:17,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.801221561,1.452453836,0,151000,151000,,7/24/2019 8:36,pending,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.714956271,-1.08099746,58000,290000,232000,,7/25/2019 22:47,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,-1.637733469,0.135059162,0,1,1,,10/30/2019 21:43,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.72279857,0.135059162,0,103000,103000,,7/9/2019 16:12,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.192136329,0.540411369,237000,632000,395000,,9/11/2019 10:07,pending,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.322841314,-0.371631097,0,80000,80000,,8/12/2019 18:00,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.637733469,0.135059162,30000,625000,595000,,9/4/2019 11:09,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.376323498,0.439073318,150000,400000,250000,,6/26/2019 22:46,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,-0.670516576,-1.385011615,0,1,1,,7/11/2019 12:40,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.976366242,-1.182335511,150000,1000000,850000,,6/21/2019 4:31,pending,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.114913527,-0.270293045,50000,250000,200000,,7/25/2019 15:15,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.245618512,0.439073318,0,50000,50000,,11/1/2019 11:04,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.036490535,-1.385011615,0,123000,123000,,9/10/2019 16:35,pending,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,3,-0.945645215,-0.670516576,-1.385011615,0,1,1,,7/11/2019 12:40,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.376323498,-0.776983304,25000,85000,60000,,7/7/2019 12:53,pending,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-1.376323498,-1.68902577,0,65000,65000,,9/30/2019 10:15,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.592093585,-0.067616941,0,166000,166000,,6/18/2019 9:34,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,3,-0.945645215,-0.53981159,-1.283673563,0,1,1,,10/1/2019 14:41,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,0.139854335,-0.067616941,0,1,1,,10/29/2019 8:34,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,-1.036490535,-1.385011615,0,1,1,,9/19/2019 12:43,pending,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.244418323,0.743087473,96000,256000,160000,,6/24/2019 10:49,pending,H,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.199978628,-0.168954993,150000,200000,50000,,7/9/2019 10:35,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.714956271,1.249777732,69000,275000,206000,,9/10/2019 17:49,pending,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.984208541,-0.472969149,50000,250000,200000,,10/2/2019 15:09,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,2,-0.945645215,-1.167195521,2.060482147,0,1,1,,10/28/2019 15:30,pending,H,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,0.08757234,-1.587687719,0,77000,77000,,9/20/2019 11:51,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,1,-0.945645215,-0.853503556,-0.878321356,125000,250000,125000,,10/17/2019 17:52,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approved,3,-0.945645215,-1.167195521,-1.182335511,0,1,1,,7/22/2019 23:54,pending,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
